Source,sic_supplier,comp_supplier,comp_customer,sic_customer,Target,year3,conm_customer,conm_supplier,salecs_supplier,sales_supplier,sales_customer,Weight,Type
142339,1311,GMXRESOURCES,SUNOCO,2911,10156,2010,Sunoco Inc.,GMX RESOURCES INC,0,94.29399871826172,27884,.1,Directed
142540,1311,CNOOC,PETROCHINA,2911,133870,2010,Petrochina Co Ltd,CNOOC LTD,8470.913818359375,80971.49438476563,689735.79296875,.104616,Directed
149268,1311,FREEPORTMCMRNOILGSREDH,VALEROENERGY,2911,15247,2010,VALERO ENERGY CORP,FREEPORT MCMRN OIL&GAS -REDH,216.093994140625,1964.487976074219,125095,.11000016,Directed
160214,1311,SARATOGARESOURCES,BP,2911,2410,2010,BP,SARATOGA RESOURCES INC,6.842000007629395,48.8700008392334,239272,.14000408,Directed
160214,1311,SARATOGARESOURCES,CHEVRON,2911,2991,2010,Chevron,SARATOGA RESOURCES INC,27.86200046539307,103.8880004882813,348900,.26819268,Directed
160341,1311,WTOFFSHORE,CHEVRON,2911,2991,2010,Chevron Corp,W&T OFFSHORE INC,79.42900085449219,2262.945007324219,585186,.035099838,Directed
166061,1311,ROSETTARESOURCES,EXXON,2911,4503,2010,EXXON MOBIL CORP,ROSETTA RESOURCES INC,0,446.2000045776367,433526,.1,Directed
170627,1311,MIDSTATESPETROLEUM,CHEVRON,2911,2991,2010,Chevron Corp,MIDSTATES PETROLEUM CO INC,81.67900085449219,209.4330024719238,236286,.39000061,Directed
170781,1311,TITANENERGY,CHEVRON,2911,2991,2010,CHEVRON CORP,TITAN ENERGY LLC,11.38599967956543,247.552001953125,236286,.045994375,Directed
175157,1311,ELEROCKENERGYPARTNRS,CHEVRON,2911,2991,2010,Chevron Corp,EAGLE ROCK ENERGY PARTNRS LP,116.5899963378906,1059.908004760742,236286,.11000011,Directed
179782,1311,RESOLUTEENERGY,WESTERNREFINING,2911,165652,2010,Western Refining Inc,RESOLUTE ENERGY CORP,368.6189956665039,442.7189936637878,23843.4580078125,.83262521,Directed
184321,1311,ACCESSMIDSTREAMPARTNERS,TOTAL,2911,24625,2010,TOTAL SA  -ADR,ACCESS MIDSTREAM PARTNERS LP,147.1850051879883,1025.081993103027,402462.91796875,.14358364,Directed
185654,1311,QRENERGY,EXXON,2911,4503,2010,EXXON MOBIL CORP,QR ENERGY LP,44.17800140380859,360.9039993286133,433526,.12240928,Directed
185654,1311,QRENERGY,SUNOCO,2911,10156,2010,Sunoco Inc.,QR ENERGY LP,8.736000061035156,72.80100250244141,27884,.11999835,Directed
187167,1311,LRRENERGY,SUNOCO,2911,10156,2010,SUNOCO INC,LRR ENERGY LP,9.633000373840332,87.56999969482422,27884,.11000343,Directed
282189,1311,ENERGYXXI,EXXON,2911,4503,2010,EXXON MOBIL CORP,ENERGY XXI LTD,189.0610046386719,859.3699951171875,433526,.21999954,Directed
170627,1311,MIDSTATESPETROLEUM,GULFMARKOFFSHORE,4412,5379,2010,GulfMark Offshore Inc,MIDSTATES PETROLEUM CO INC,79.58399963378906,209.4330024719238,381.870002746582,.3799974,Directed
187810,1311,MIDCONENERGYPARTNERS,SUNOCOLOGISTICSPARTNERS,4610,147208,2010,SUNOCO LOGISTICS PARTNERS LP,MID-CON ENERGY PARTNERS -LP,47.08699893951416,56.78500127792358,18713.00012207031,.82921541,Directed
9693,1311,JOHNDOILANDGS,GREATPLAINSENERGY,4911,6334,2010,Great Plains Energy Inc,JOHN D OIL AND GAS CO,5.453000068664551,6.48800003528595,4220.5,.84047472,Directed
148281,1311,MARINERENERGY,WILLIAMSCOS,4922,11506,2010,Williams Cos Inc,MARINER ENERGY INC,111.161003112793,926.3409881591797,8255,.12000009,Directed
10877,1311,UNIT,ONEOK,4923,8151,2010,ONEOK Inc.,UNIT CORP,250.8289947509766,2783.734024047852,38947.49633789063,.090105228,Directed
10877,1311,UNIT,QUESTAR,4923,8873,2010,Questar Corp,UNIT CORP,82.70999908447266,702.8220062255859,1109.899993896484,.11768271,Directed
175157,1311,ELEROCKENERGYPARTNRS,ONEOK,4923,8151,2010,ONEOK Inc.,EAGLE ROCK ENERGY PARTNRS LP,681.5339813232422,2386.973014831543,38947.49633789063,.28552228,Directed
179739,1311,PIONEERSOUTHWESTENERGY,ONEOK,4923,8151,2010,ONEOK INC,PIONEER SOUTHWEST ENERGY -LP,15.1850004196167,168.7170028686523,11111.65087890625,.09000279,Directed
25874,1311,PETROQUESTENERGY,ATMOSENERGY,4924,4383,2010,Atmos Energy Corp,PETROQUEST ENERGY INC,28.42399978637695,558.8689994812012,14036.54907226563,.050859861,Directed
108645,1311,ULTRAPETROLEUM,SEMAENERGY,4931,8272,2010,SEMPRA ENERGY,ULTRA PETROLEUM CORP,144.8999938964844,906.1280059814453,8106,.15991117,Directed
8065,1311,OAKRIDGEENERGY,TEPPCOPARTNERS,5171,20909,2010,TEPPCO PARTNERS  -LP,OAKRIDGE ENERGY INC,.9679999947547913,1.019999980926514,3370.799926757813,.94901961,Directed
149268,1311,FREEPORTMCMRNOILGSREDH,PLAINSALLAMERPIPELNE,5171,116029,2010,Plains All Amer Pipelne  -LP,FREEPORT MCMRN OIL&GAS -REDH,261.1690063476563,1187.129974365234,18520,.22000034,Directed
166436,1311,LEGACYRESERVES,TEPPCOPARTNERS,5171,20909,2010,TEPPCO PARTNERS  -LP,LEGACY RESERVES INC,13.57999992370605,137.2789974212646,3370.799926757813,.098922633,Directed
2270,1381,ENSCOROWAN,CONOCOPHILLIPS,1311,8549,2010,Conocophillips,VALARIS PLC,249.6000061035156,1888.899993896484,136016,.1321404,Directed
5581,1381,HEERICHPAYNE,EOGRESOURCES,1311,16478,2010,EOG Resources Inc.,HELMERICH & PAYNE,203.5119934082031,2543.893981933594,9600.032958984375,.080000184,Directed
9258,1381,ROWAN,MCMORANEXPLORATION,1311,30234,2010,MCMORAN EXPLORATION CO,ROWAN COMPANIES PLC,197.2380065917969,939.2289886474609,555.4139938354492,.20999992,Directed
144809,1381,UNIONDRILLING,APACHE,1311,1678,2010,Apache Corp,UNION DRILLING INC,16.55900001525879,250.890998840332,16810,.066000775,Directed
144809,1381,UNIONDRILLING,XTOENERGY,1311,28256,2010,XTO Energy Inc.,UNION DRILLING INC,47.12900161743164,168.9220008850098,9052,.27899861,Directed
144809,1381,UNIONDRILLING,QUICKSILVERRESOURCES,1311,118795,2010,Quicksilver Resources Inc,UNION DRILLING INC,26.85899925231934,168.9220008850098,832.7350006103516,.15900238,Directed
164075,1381,BRONCODRILLING,EOGRESOURCES,1311,16478,2010,EOG Resources Inc,BRONCO DRILLING CO,12.4399995803833,124.3990001678467,5852.807006835938,.1000008,Directed
164075,1381,BRONCODRILLING,WHITINGPETROLEUM,1311,155393,2010,WHITING PETROLEUM CORP,BRONCO DRILLING CO,21.14400005340576,227.2949981689453,2487.012008666992,.093024485,Directed
2270,1381,ENSCOROWAN,CHEVRON,2911,2991,2010,Chevron Corp,VALARIS PLC,237.552001953125,1696.799987792969,189607,.14,Directed
5581,1381,HEERICHPAYNE,BP,2911,2410,2010,BP PLC,HELMERICH & PAYNE,170.4629974365234,1843.740051269531,239272,.092455007,Directed
5581,1381,HEERICHPAYNE,EXXON,2911,4503,2010,Exxon Mobil Corp,HELMERICH & PAYNE,112.5100021362305,1875.161987304688,341578,.060000151,Directed
8357,1381,PARKERDRILLING,BP,2911,2410,2010,BP PLC,PARKER DRILLING CO,280.2570052146912,2165.294998168945,775651,.12943132,Directed
8357,1381,PARKERDRILLING,EXXON,2911,4503,2010,Exxon Mobil Corp,PARKER DRILLING CO,172.7999982833862,2824.769989013672,1234284,.061173122,Directed
14908,1381,IDE,EXXON,2911,4503,2010,Exxon Mobil Corp,PRIDE INTERNATIONAL INC,155.3970031738281,3054.299957275391,617142,.050878108,Directed
14908,1381,IDE,TOTAL,2911,24625,2010,TOTAL SA  -ADR,PRIDE INTERNATIONAL INC,474.0870056152344,3054.299957275391,347135.28515625,.15521953,Directed
